0	96
96	-96
-96	96
96	-192
-131	192
192	-288
-192	298
288	-385
-329	481
387	-579
-480	731
576	-866
-703	1053
836	-1226
-978	1442
1151	-1689
-1347	1971
1562	-2276
-1800	2635
2075	-3040
-2379	3468
2721	-3968
-3107	4520
3520	-5129
-3983	5804
4494	-6543
-5055	7370
5686	-8266
-6362	9257
7106	-10344
-7946	11535
8828	-12836
-9814	14262
10891	-15813
-12065	17523
13345	-19371
-14746	21403
16283	-23635
-17974	26063
19816	-28755
-21847	31693
24099	-34958
-26584	38577
29360	-42600
-32451	47127
35958	-52201
-39928	57995
44481	-64655
-49779	72397
56009	-81528
-63467	92502
72593	-105974
-84080	122994
99023	-145241
-119372	175753
148903	-220433
-195932	292389
283274	-428144
-504611	778515
3835920	-5672490
1943020	-4641280
369483	1143220
2015790	2116700
689889	2099130
-1125760	1990570
-1695480	3207480
-27159	2424880
1056340	439368
505892	-2004410
-1589250	-1797780
-1956920	-70208
-920960	505254
-1129190	-825086
-2511690	-286629
-1227250	1139780
1601670	436745
2524930	-1928620
1488130	-2429470
988082	-1443910
962348	-371508
823473	131224
43652	528333
-963507	1480200
-646159	3084880
1234120	2720690
1448190	150555
-619096	-1243610
-1596850	-429805
-680227	-565342
-794916	-1751620
-1867630	-1398260
-1636180	417529
-61550	1485550
1345830	1160870
1654030	-255413
525537	-1432580
-421461	-1212930
287339	-923093
857866	-1811550
-196528	-1491660
-396696	1207780
1335190	3219160
2272770	2764560
1099910	1749690
-463638	1195410
-1393720	427777
-1731860	-731441
-1833480	-2038280
-2359050	-2487540
-2266380	-907812
-19180	834896
2214640	113173
1718190	-1214240
630881	-559213
1428610	3483
1954840	-1294490
463167	-1903880
-887936	-112662
-486004	2222970
601137	3156740
885733	2527050
-206909	1463840
-1353270	1225210
-814437	742055
-170627	-1564270
-1661070	-3390080
-2991380	-1990900
-1368930	149619
909356	-26691
1202670	-846589
974545	-337217
1753500	266757
2541310	-173004
2167900	-1036210
457443	-1179900
-1343840	360258
-1291670	2354270
-153360	2272660
-489291	892080
-1305870	957020
-113607	1332650
1339950	-297777
411198	-2091010
-1345040	-1660680
-1731610	-266440
-1251290	293526
-788800	98362
-494156	-253090
-42711	-117290
1408890	223458
2986330	-716813
2303300	-2132780
137786	-1350180
-404584	775065
220277	1278670
-281663	753032
-1053880	1301620
-414098	2083440
745630	1689980
1075950	399489
108709	-983762
-1755830	-1357520
-2606010	-473578
-1616600	-330746
-962421	-1502460
-1252300	-1398090
20959	309388
2680480	585900
3422500	-788744
1913240	-1134140
541370	-131601
68931	640667
-180958	728517
-627860	614020
-1217820	1174450
-774710	2458060
878532	2390740
1107610	198155
-991229	-1227750
-2178720	-757711
-1270820	-1115280
-941178	-2692600
-1525480	-2602980
-679897	-639389
1545040	756392
3084180	771945
2899510	258801
1355620	184951
55667	904267
27199	964090
-410240	-380692
-2152110	-593973
-2404770	1416280
-129681	2380690
1276280	823349
362984	-412919
-391600	-182558
-54046	-337331
-8361	-1365160
-728486	-2035170
-1550850	-1526750
-1354170	73045
444207	1101080
1961010	182886
1455400	-792201
873589	-13256
1759290	451041
1720050	-673271
-319517	-819290
-1708080	937418
-1343730	2189710
-770125	1907150
-603348	1059950
-518635	230689
-273521	-212568
524558	-559439
896450	-1628250
-537899	-2166010
-1987530	-574852
-1175890	1029230
165700	336174
132174	-775232
399116	-482605
1969950	-192155
3067120	-714873
2573490	-937849
914267	-186461
-931318	1454100
-1589480	2983580
-1283310	2561260
-1805160	812353
-2380640	235926
-841079	161772
1155700	-1535880
825092	-3172600
-468065	-2365190
-500514	-593341
-27841	195654
39517	365812
77864	514995
428048	789585
1454550	1016690
2544100	212095
1767870	-1088960
-351121	-585308
-1013300	1146370
-544214	1276130
-1269860	440302
-2137970	891227
-1104810	1512840
520233	456323
864764	-1273220
228975	-2213700
-483133	-2067580
-504958	-1152640
236180	-629426
269821	-652465
-440139	463328
311621	2316140
2044160	2039710
1765190	25218
-72279	-697957
-711968	-220998
-352311	-412988
-504097	-731077
-839187	-93727
-752001	1122020
-148381	2185710
795789	2007140
754113	206268
-730427	-1286720
-1452890	-1367020
-549071	-1772330
-194913	-2697080
-655243	-1867530
95457	391944
1671760	1590600
2173950	1447970
1612770	1016080
690414	456599
-172409	57878
-417925	-223666
-630688	-778199
-1620980	-478620
-1819350	1392830
-250195	2404620
690985	1111910
-183799	-211777
-659509	-417953
34195	-1096020
275312	-2339360
-236040	-2577410
-578003	-1450550
-199800	370807
1086330	1699430
2133710	1352400
1467760	458730
443999	778759
794249	948827
734692	-473335
-1194990	-1254630
-2616130	83601
-1937780	1309290
-812115	978751
-304676	196358
83923	-291045
596739	-533010
1244620	-767432
1356030	-1503260
-42589	-1818400
-1516430	-319206
-900278	1382510
397824	1013490
277137	147414
259658	670074
1588210	948252
2235340	-199890
983171	-1064280
-771675	-594137
-1752520	452043
-1661940	1121720
-980259	735398
-817433	-62680
-651915	189849
852892	565260
2097420	-790443
867424	-2222470
-1042710	-1453140
-1138180	-57473
-475809	35934
-379216	-110790
-59264	466603
883537	1119360
1892650	1251460
2266500	558615
1103890	-510465
-994933	-425888
-1794630	604200
-1259680	534026
-1375760	-216941
-1550590	315043
-181820	1125170
1384110	357087
1343000	-1026980
400009	-1609090
-329541	-1578800
-592093	-1220160
-267618	-805800
-29995	-473742
-88256	639957
805060	2209330
2220240	2067130
1740440	398058
-260300	-206680
-1134020	192814
-986866	-260523
-1399740	-955325
-1831120	-459494
-1249150	659394
72998	1297960
1357220	846187
1556150	-600972
415365	-1476710
-248475	-1006090
296874	-879701
108952	-1464090
-1022660	-651751
-762373	1399610
816967	2051870
1469160	1081630
987589	200116
472055	-228888
109755	-513151
-210547	-682548
-795997	-769998
-1791080	-134798
-1841810	1385610
-308067	1839210
695615	381373
275593	-739782
371949	-623962
1214390	-1019430
876832	-1826880
-468723	-1293330
-1074420	268012
-690651	1387200
119006	1556400
835909	792527
862997	-87271
820162	-112092
1380600	-153259
1033280	-1009350
-968226	-937879
-2278280	751786
-1690260	1706920
-915637	953477
-626738	42940
49869	-439613
977732	-953447
1489090	-1347050
1333770	-1562300
134798	-1300400
-1169610	157464
-913968	1695880
87423	1513720
123035	668146
184047	767653
1242380	641558
1603200	-522411
420756	-1185620
-896130	-670238
-1532830	97320
-1513580	658575
-877061	686048
-314051	189064
30739	99588
1068140	178330
1908900	-920277
826964	-2084450
-813455	-1321710
-819475	110559
-182706	376306
-275787	431805
-220213	1161120
524871	1619960
1195760	1200180
1234320	79435
227030	-1160940
-1302700	-1195120
-1527300	-124840
-517181	134310
-386801	-243976
-761523	624805
238398	1724460
1484130	884837
1056340	-829802
-122458	-1531120
-609152	-1498940
-534221	-1268750
-185094	-764256
109917	-106069
126703	980289
678254	2175190
1624190	1813400
1091610	62691
-587362	-682995
-1060330	-358422
-608987	-727604
-976418	-1082680
-1392530	-33484
-670183	1275260
396871	1477600
950206	752939
863744	-457488
139408	-1322220
-223072	-1196740
288644	-1073930
182823	-1327160
-765558	-334251
-466254	1663810
998311	2093800
1342630	895839
587962	85611
189420	-176531
38635	-594970
-372235	-837369
-919823	-727063
-1574560	-152707
-1553360	1037700
-197238	1488700
902301	252771
572101	-836244
431963	-613464
1075800	-684975
710306	-1346400
-643094	-910576
-1149370	477230
-628138	1263450
105543	1228470
757636	703374
956442	40534
843472	-56020
1043390	-70484
600962	-819848
-1193610	-935045
-2260400	467600
-1301500	1260360
-270043	379396
-180397	-306358
310252	-102952
1275800	-262145
1445120	-914044
626413	-1285990
-642741	-1012060
-1454870	71781
-829436	1088660
312106	803535
438515	265126
479862	843032
1469960	1094030
1618600	-88229
-8095	-888254
-1449500	-356976
-1623380	166744
-1333410	156910
-823845	163075
-96408	159349
548724	214439
1272160	156613
1575190	-709339
488874	-1615190
-861885	-1103900
-754567	-136289
-169032	-93435
-295173	125293
-50488	1200320
955577	1675780
1381110	989976
816698	95190
-161889	-576660
-1156130	-731160
-1422770	-287826
-879737	-104664
-714179	-196696
-749291	549050
299735	1331270
1468680	479857
1108520	-997103
143626	-1379410
-106048	-1152630
-88128	-961888
-142380	-432959
-88462	325584
-70687	1101780
295303	1802780
1098850	1437700
1005990	-92775
-203532	-898317
-733993	-525395
-465935	-491487
-864423	-658442
-1468660	170353
-1018200	1156920
-58355	1086830
562564	260527
822682	-733419
641264	-1393250
442442	-1220330
633680	-826703
288623	-717662
-742488	212408
-679012	1814430
586398	1970000
971568	633593
379013	-99202
307806	-94356
461852	-463565
-109726	-853453
-1075610	-645564
-1791530	66528
-1649040	937738
-400741	1017870
651489	-172846
560513	-1055330
667927	-712355
1410590	-674974
1034020	-1294670
-455557	-829463
-1046020	633341
-509068	1383060
77371	1292540
546266	980347
842474	536385
785600	232788
667671	-23785
85224	-732493
-1381200	-972022
-2166920	-8747
-1265260	605336
-270751	6291
552	-278572
706399	82470
1623720	-215350
1455470	-1000350
446933	-1217180
-522536	-873333
-1049990	-84867
-630223	817603
266503	955238
441175	793346
432076	1337520
1132660	1420350
1108960	52881
-490215	-1032580
-1786180	-711059
-1705340	-257919
-1188990	-242721
-609922	-74149
133769	157701
739823	314858
1361120	288928
1702150	-575948
753254	-1658150
-638712	-1298860
-625762	-133087
24638	179312
-149887	426695
-172606	1507020
667945	1988230
1057700	1118920
453325	-679
-418867	-743928
-1195460	-998976
-1442860	-656269
-1044990	-360055
-890822	-257290
-820827	516816
404332	1182030
1740540	152126
1385960	-1340150
486928	-1350240
531355	-775553
555132	-651351
-113402	-134963
-578554	1006790
-458657	1860190
65861	2031630
741356	1176780
613281	-407462
-357894	-1117830
-649170	-742514
-374145	-812599
-1033610	-1001000
-1781330	13370
-1049760	1076070
226422	715236
830408	-205091
1195680	-799507
1366280	-1203860
1044500	-1110520
649721	-503035
28062	45020
-910305	915203
-939989	2084780
94787	2010560
494505	719135
174587	-5652
349359	-230129
417558	-946055
-525568	-1362060
-1447880	-780226
-1596660	-52017
-1183480	418294
-155896	524258
958183	-130058
1193060	-798549
1203320	-603373
1539270	-567097
911790	-1074050
-661102	-568447
-1214080	943261
-532726	1672900
7232	1490200
294272	1258270
551206	842936
407268	225172
55955	-320568
-451706	-1099530
-1527560	-1536980
-2090900	-705525
-982416	206503
401442	-36304
801205	-232252
1246180	237529
1926390	56088
1547800	-795026
340646	-1013600
-538150	-551381
-922539	155757
-723702	1015440
-53563	1446690
172283	1356110
88974	1454320
482419	1083530
364111	-515241
-1030120	-1719000
-1928880	-1336570
-1318500	-770170
-558109	-718176
-149492	-225883
613107	552763
1451440	742164
1835810	348894
1694720	-470307
703046	-1230560
-550316	-821207
-676763	324947
-214907	738733
-502285	903171
-676981	1713700
133196	1872860
601248	572848
38076	-789889
-591070	-1432190
-971200	-1605100
-1167190	-1173860
-842226	-417839
-399537	46211
-134474	594430
740469	1045830
1816330	280156
1616910	-984526
734515	-1061330
498888	-431873
263411	-139825
-562899	474919
-975049	1557330
-664504	2042550
-190633	1687810
302413	697438
328662	-747377
-385070	-1548420
-719395	-1262970
-454555	-1131930
-840336	-1232110
-1396890	-281137
-523823	913746
1011970	702398
1606120	-209505
1537040	-593480
1346250	-588155
835086	-360425
189336	92891
-554024	450340
-1420830	1076950
-1328850	2017680
-107527	1882020
471243	463023
-13770	-416482
-90618	-538992
59481	-1177980
-654802	-1816700
-1393230	-1344620
-1078200	-473022
-137451	55623
956063	331553
1803170	219833
1802840	57288
1400760	299311
1079500	204878
-21565	-423303
-1657140	-131255
-1897170	1035250
-827033	1276510
-213556	723560
-39436	639997
426906	579069
593853	-119770
89637	-916859
-640995	-1466700
-1361170	-1527240
-1399750	-732665
-170968	73810
1071280	25355
1335890	137638
1593540	798688
2003590	654344
1272860	-236386
-227273	-421700
-1099330	1807
-1345850	338083
-1246170	785553
-611111	1089000
-59966	850580
78235	577609
383883	163492
363388	-989565
-620646	-1790420
-1311060	-1306070
-835905	-673909
-298007	-515254
3985	53657
833199	758245
1725350	678108
1915660	232808
1616370	-158199
778224	-434233
-435813	33750
-946945	1007980
-907354	1226460
-1361110	985704
-1519320	1227790
-469424	927736
411595	-623532
217028	-1898050
-78273	-2023740
-105987	-1653970
-236152	-972117
-187177	-93211
-26516	437296
57520	844701
749072	1187120
1768700	510034
1605540	-607277
608303	-498794
190854	325529
-229800	567959
-1312920	845713
-1861360	1498620
-1374920	1449440
-689151	524134
-6550	-536985
563722	-1571960
532267	-2068680
391565	-1584750
462639	-1003770
-64703	-594500
-727211	518799
-132221	1571930
934705	1132670
1015580	161161
773608	-75189
839798	-184938
431385	-429544
-405166	-200266
-1035000	308828
-1478860	825480
-1313080	1465370
-260350	1345260
366079	114877
36200	-751585
54598	-863015
397730	-1374930
-71200	-1890240
-637559	-1253960
-284862	-181691
414305	498787
1022760	1012140
1585740	1087780
1444400	629350
697306	405355
201400	224294
-459316	-433250
-1611460	-473392
-1859510	507788
-930349	965001
-359632	599074
-292693	484371
148657	264627
421369	-699957
93361	-1621570
-212685	-1950030
-363247	-1764460
-229595	-729350
726706	571813
1615590	1004720
1357710	1214790
989691	1839560
1159000	1533930
471626	84482
-1091210	-674679
-1854500	-363343
-1652870	-89026
-1258550	71196
-683577	292411
-119959	194266
199601	18403
725775	-309552
1027810	-1323260
250917	-2029200
-481696	-1239900
-65379	-129086
337394	238931
97122	844246
376525	1695100
1074220	1534440
1049310	614360
522428	-59318
-61804	-476724
-792930	-484225
-1165800	46738
-1040500	336039
-1132420	363163
-942492	781202
223699	676939
1037910	-651776
600772	-1636230
190545	-1435190
279348	-1133820
2425	-932958
-401766	-179669
-264238	659636
169571	1125390
831898	1319120
1532980	818054
1238700	-105493
132611	-158816
-455999	339506
-841096	211609
-1751030	103678
-2066050	671204
-1158830	804727
-131564	101892
562725	-606047
1098590	-1213860
1034900	-1690350
540999	-1454300
331713	-876828
50818	-462247
-335198	440097
185771	1553560
1153030	1613660
1155870	1008700
587979	840991
209879	531681
-566464	-265379
-1698950	-657979
-2170330	-507860
-1903870	-306313
-1078270	32455
319892	147811
1304910	-384507
1257120	-659082
1172200	-398503
1169050	-666626
265494	-1138540
-808801	-489851
-656276	664795
121190	1146720
596331	1276200
907229	1287010
863322	854644
287618	309336
-284766	-220160
-932839	-988600
-1849790	-1167960
-1906770	-324785
-753931	231742
174905	58449
534063	133541
1103780	234933
1358080	-426054
692960	-1066810
-76566	-1032060
-482936	-712336
-684532	-71047
-284273	821595
498390	1176600
791761	1129270
920441	1223160
1226170	766618
647489	-332910
-793087	-665679
-1595410	-124255
-1617880	81799
-1608420	42003
-1214460	167945
-257054	-56192
626742	-618697
1370360	-1066210
1784720	-1606580
1146730	-1760730
177304	-668581
15344	732919
-23097	1236940
-484617	1526120
-388741	1911240
348281	1432440
604892	302756
329971	-474715
-142289	-872781
-955032	-821153
-1508440	-150534
-1331900	258533
-1093360	59486
-688221	75422
624475	-32133
1853700	-1000240
1794960	-1688480
1292150	-1143540
997546	-319131
221819	268726
-757255	1136460
-1055880	1824760
-839554	1758850
-335316	1212950
365337	166426
402043	-1098490
-206498	-1375970
-337186	-844818
-288080	-717221
-958557	-457784
-1250310	641944
-280828	1282720
703072	671755
966128	-139185
1032810	-679588
831133	-1109590
318087	-1042490
45507	-586957
-261241	-157439
-657874	728756
-195824	1802080
761858	1691680
749738	698715
123470	197706
-86844	-241770
-479480	-1107190
-1319970	-1348530
-1534540	-708399
-1029840	-93419
-388361	389291
478736	676147
1135510	240200
1005950	-376954
784207	-606390
772042	-1046720
141211	-1371560
-574955	-415819
-170839	1068180
540453	1669320
526338	1817500
349538	1861830
186037	1138440
-422879	-65708
-1030290	-1031280
-1355010	-1797590
-1667180	-1898360
-1297600	-883465
105773	17818
1119230	66399
1229200	247548
1460300	548452
1570540	3207
749499	-716486
-259041	-612672
-726733	-115045
-950823	519732
-734622	1319560
-73368	1552310
183423	1091980
157942	693410
432924	6665
203020	-1219400
-783138	-1650920
-1141210	-935716
-664516	-388932
-398246	-127610
-82074	501353
772714	791204
1364040	321455
1322130	-244914
976415	-711650
137349	-962359
-793397	-390041
-860071	451543
-595721	607016
-678062	740940
-210078	1237380
847153	933138
1067540	-146657
354137	-677044
-297504	-627408
-892181	-560635
-1402740	-226386
-1239010	144338
-692696	104572
-69331	109700
1042100	125200
1962750	-538018
1635420	-1121840
820697	-690008
370555	-65606
-276346	217424
-1001600	859045
-876785	1525920
-296072	1398800
22045	889516
279811	318300
229188	-573883
-478504	-1185130
-998885	-1112130
-994406	-1070620
-1067270	-961995
-736682	-147505
548015	541939
1660960	351410
1774380	108040
1527530	191128
1027310	49933
41028	-37242
-769682	229574
-1152730	411759
-1345990	702183
-828149	1227200
288520	965732
639844	-77725
187957	-632525
39480	-775911
-74290	-1276170
-661592	-1454560
-918440	-774036
-443515	6576
185988	571899
876240	945299
1366300	695672
1044780	130559
411519	-46341
79895	-280749
-544162	-694836
-1298200	-284651
-1038620	674886
-148666	927683
251281	725011
471618	701561
800447	316325
592204	-456335
-53285	-896048
-627986	-981137
-1152510	-734800
-1178060	16674
-335931	469958
409986	123521
586221	-70044
1088850	70894
1642840	-396119
1092020	-966728
3515	-520107
-580069	404297
-873634	1012540
-994822	1403450
-686038	1337120
-357985	696038
-113961	87460
401578	-534732
509469	-1426410
-222428	-1621570
-677131	-762296
-417195	-54622
-267812	173113
-80465	565307
714315	698215
1373520	168668
1398460	-270555
1141800	-367094
452534	-345859
-610084	152226
-1165380	886180
-1266450	966454
-1425520	746414
-977620	698419
198305	34908
780460	-1187060
536415	-1635050
387127	-1230570
249214	-787934
-190378	-159153
-389472	632717
-263215	1037060
-31037	1175970
598781	1020020
1146260	78032
702499	-877570
-48577	-783075
-181097	-373189
-376368	-311164
-881058	148056
-746169	947299
-90681	1095360
297106	692996
523009	148470
485900	-668543
-84380	-1225330
-536349	-1062670
-510917	-810477
-644017	-514524
-601632	384873
260776	1100320
991107	766478
862950	250986
691875	61910
630851	-426419
69047	-853462
-542651	-497018
-644141	202126
-566264	862594
-262482	1477790
270775	1354300
229558	458990
-258391	-238441
-245316	-781791
-168502	-1699350
-626023	-2002390
-664433	-1081730
96680	-31386
722610	603024
1036250	1138300
1245830	1163800
892258	587976
169564	152211
-258262	-220716
-757478	-715113
-1412360	-492701
-1242880	394551
-394375	767789
67366	615620
349557	544475
792658	78913
695216	-793086
144561	-1161700
-156618	-1037460
-395825	-773925
-578505	-5963
-100720	852130
529502	947583
617365	767023
754418	679264
938535	7448
260586	-874553
-766370	-823872
-1079720	-282447
-1003550	2486
-872512	355744
-275003	699988
416316	526794
735171	226760
980552	-78146
803683	-749509
-247859	-1052160
-1058280	-380009
-864479	203985
-543696	164810
-318032	358053
496026	651702
1365910	310716
1454940	-183317
1060570	-361033
306450	-455987
-756618	-180589
-1285450	481372
-1115500	690256
-957239	541846
-515139	644996
510871	337685
970744	-677560
438924	-1208540
14926	-1010320
-199591	-901730
-655266	-654770
-722536	137500
-93904	764907
584262	946755
1148200	966510
1464310	509131
886379	-175068
-148515	-214268
-643563	-29442
-1009410	-254953
-1540320	-108943
-1230360	591866
-103294	699812
663451	166664
940165	-296300
974446	-772847
466481	-1151990
-189738	-917626
-402124	-489717
-596899	-153998
-712923	606329
-17804	1347380
841386	1050180
829614	320260
516696	-34482
321375	-481013
-278592	-930596
-942429	-640960
-969218	9287
-670476	481165
-245741	923795
508392	984521
930235	299950
653477	-314825
414242	-579857
184159	-1039460
-610416	-1171140
-1123330	-318176
-632249	553952
26639	691172
403964	647256
845498	475411
1043820	-82812
724782	-504618
292659	-620175
-368346	-654906
-1238520	-90406
-1311610	946967
-562503	1200330
-137946	651600
63245	297268
643188	-122575
910849	-977518
407503	-1392660
-113157	-1018320
-418224	-426293
-613806	322963
-269850	1031230
372677	1043000
663378	649440
880456	363275
1053970	-220467
421918	-880363
-646811	-655978
-1074770	22033
-1124090	259165
-1195190	437156
-690036	699819
283681	364085
868094	-349222
1038020	-819272
887761	-1127790
151231	-1033150
-522975	-197483
-526055	568604
-459468	763967
-438445	1022820
218637	1167940
984374	474861
931520	-439499
458973	-780471
-16930	-843821
-664587	-603212
-1005680	111623
-713924	630669
-396753	684801
-60632	752124
643110	494070
949837	-449590
401977	-1140850
-144636	-1091020
-407337	-898662
-737977	-496232
-693434	371983
-42189	952869
495392	955316
806119	824137
1057880	332023
706756	-482699
-138985	-732616
-554137	-431535
-712339	-255146
-1008250	194881
-750448	1031740
133144	1194110
591950	509390
510598	-172179
396064	-790896
80203	-1363740
-342793	-1347400
-373551	-865856
-304992	-294716
-220179	645302
451071	1480270
1149600	1225860
861654	417518
223830	34227
-78496	-346446
-561577	-850845
-1153680	-677687
-1108860	-20768
-662734	461335
-166076	818341
575396	838808
1003080	143029
693748	-555663
342506	-756701
149128	-986058
-442966	-978716
-825609	-109316
-330137	759185
247292	880372
439270	839674
740283	700617
871441	18995
351154	-627159
-271664	-766032
-757702	-711454
-1233440	-283052
-1079860	542928
-240918	801484
256886	412461
409057	262653
856957	73722
935603	-676926
170434	-1082740
-499281	-690788
-685771	-193976
-705478	299446
-251887	835882
543135	812530
859442	413953
892417	293410
988205	-19199
411841	-644242
-731337	-593248
-1238350	40063
-1118820	273861
-967745	321629
-419030	510862
479833	239661
870993	-387885
807806	-689398
611484	-894565
-39093	-964548
-680885	-364418
-561692	347221
-244187	529549
-97555	806048
538332	1148320
1244280	661344
928036	-181315
107245	-368582
-401630	-318928
-881895	-366942
-1231440	-67213
-931009	284047
-409131	311933
123532	378570
914987	208694
1245920	-609247
565521	-1129460
-78423	-790364
-197179	-476388
-504781	-292001
-703341	390528
-173731	1012330
414942	950553
631277	693374
779124	302952
521999	-403895
-265941	-712009
-740322	-401351
-807807	-195364
-970934	90596
-693927	733300
208692	826008
685227	176628
611747	-274341
682282	-550319
518843	-1056920
-140109	-1075510
-483506	-411195
