-10.011750,1690628.392043
-10.011139,1352938.788997
-10.010528,1530430.085696
-10.009917,1362326.750079
-10.009306,1095260.347681
-10.008695,952650.184159
-10.008084,508226.447488
-10.007473,482679.805885
-10.006861,1133807.388042
-10.006250,786217.896906
-10.005639,907426.802165
-10.005028,725963.799547
-10.004417,886724.927498
-10.003806,1007233.231987
-10.003195,1315821.342319
-10.002584,1196434.258268
-10.001973,2180082.752550
-10.001362,1741285.042317
-10.000751,1838694.517167
-10.000140,1676917.315611
-9.999529,2099816.489815
-9.998918,2998252.374123
-9.998306,3049497.308640
-9.997695,3090821.076513
-9.997084,2283945.952123
-9.996473,2385562.500651
-9.995862,1615636.148391
-9.995251,2731019.515436
-9.994640,3529528.630474
-9.994029,3691496.743545
-9.993418,4093042.330718
-9.992807,3887699.255039
-9.992196,3749735.704791
-9.991585,4183752.557280
-9.990974,3561171.011012
-9.990363,3704625.641240
-9.989752,3866851.729351
-9.989140,4711287.443984
-9.988529,4531313.016999
-9.987918,3748476.686385
-9.987307,3883190.918516
-9.986696,4230518.177532
-9.986085,3695077.628849
-9.985474,3927085.654159
-9.984863,4656355.032599
-9.984252,3602592.307845
-9.983641,3728991.301863
-9.983030,3685756.195793
-9.982419,3472879.759513
-9.981808,3956655.102539
-9.981197,3873756.141335
-9.980585,4413610.690485
-9.979974,3761084.506079
-9.979363,3777480.358506
-9.978752,4002116.618045
-9.978141,4103885.668178
-9.977530,3942405.521709
-9.976919,3902581.016449
-9.976308,3879201.258573
-9.975697,3584562.297945
-9.975086,3075287.601355
-9.974475,3478082.036091
-9.973864,3850122.853628
-9.973253,4227066.446285
-9.972642,3948191.228893
-9.972031,3826556.359687
-9.971419,3853359.069309
-9.970808,3714039.217603
-9.970197,3187110.022854
-9.969586,3738689.411552
-9.968975,4575026.527886
-9.968364,4248342.965764
-9.967753,3829614.223484
-9.967142,4329622.170451
-9.966531,4557526.584907
-9.965920,4886738.157700
-9.965309,4138493.625796
-9.964698,4684360.944988
-9.964087,4354287.649626
-9.963476,4338296.063160
-9.962865,4178885.136854
-9.962253,3988925.466732
-9.961642,3532548.509576
-9.961031,3750181.136502
-9.960420,3774758.492313
-9.959809,4051182.099520
-9.959198,4751646.646265
-9.958587,4516959.329309
-9.957976,3984407.500515
-9.957365,3600433.806495
-9.956754,3906056.577067
-9.956143,3641811.506775
-9.955532,4633054.365362
-9.954921,3748197.773216
-9.954310,4834630.269083
-9.953698,5037301.186467
-9.953087,4043919.989602
-9.952476,4811450.731182
-9.951865,4848927.814657
-9.951254,5383234.281043
-9.950643,5845132.383304
-9.950032,5764566.842779
-9.949421,5271600.613664
-9.948810,5111535.675029
-9.948199,4855266.489603
-9.947588,4855749.261894
-9.946977,5281819.800772
-9.946366,5093070.382596
-9.945755,5424211.578267
-9.945144,5455716.620544
-9.944532,5603962.411318
-9.943921,5187409.513298
-9.943310,5008700.340330
-9.942699,5341344.311878
-9.942088,5079101.005490
-9.941477,5196647.728916
-9.940866,5680066.591857
-9.940255,5605308.196124
-9.939644,5684880.518145
-9.939033,6503575.472383
-9.938422,6149235.907472
-9.937811,6447972.903820
-9.937200,6036852.444511
-9.936589,5942023.940488
-9.935977,6192418.758876
-9.935366,6046311.037526
-9.934755,6327772.362864
-9.934144,6743205.669697
-9.933533,6662996.929114
-9.932922,6121040.453142
-9.932311,6257039.089025
-9.931700,5947309.359548
-9.931089,5665553.504288
-9.930478,6028948.733013
-9.929867,6302290.448712
-9.929256,6469534.233691
-9.928645,5973653.079883
-9.928034,4837530.448717
-9.927423,4076316.240736
-9.926811,4141184.917129
-9.926200,3774675.000097
-9.925589,4649803.888925
-9.924978,5169329.205106
-9.924367,4787405.813785
-9.923756,4345892.276462
-9.923145,3650670.593977
-9.922534,2213829.597729
-9.921923,1142975.390684
-9.921312,949782.375485
-9.920701,959552.006198
-9.920090,1455712.720729
-9.919479,1854933.427707
-9.918868,2847869.359232
-9.918256,3079335.500656
-9.917645,2629929.758146
-9.917034,2365707.055741
-9.916423,407937.617465
-9.915812,1702120.877616
-9.915201,3460775.788154
-9.914590,4664350.351303
-9.913979,5595616.182928
-9.913368,5875547.879332
-9.912757,4742081.536214
-9.912146,3301954.163937
-9.911535,2840100.660698
-9.910924,3773163.914515
-9.910313,5124626.856962
-9.909702,6308693.934065
-9.909090,5956778.119209
-9.908479,6940248.873111
-9.907868,7367082.315020
-9.907257,7859125.626896
-9.906646,8527770.290391
-9.906035,8429080.742961
-9.905424,8000005.035195
-9.904813,8633800.446115
-9.904202,8646378.696510
-9.903591,7976409.799658
-9.902980,7266339.286887
-9.902369,6367049.521645
-9.901758,6657916.785278
-9.901147,6693715.656784
-9.900535,6883734.274200
-9.899924,7596788.703956
-9.899313,7325861.507655
-9.898702,7208318.563833
-9.898091,6686045.419935
-9.897480,7698327.557943
-9.896869,7014403.710453
-9.896258,6229343.942357
-9.895647,5188205.360927
-9.895036,4702689.936217
-9.894425,6013930.793558
-9.893814,8505845.377154
-9.893203,12863547.015590
-9.892592,14964504.098178
-9.891981,15773355.521848
-9.891369,13209958.625851
-9.890758,8725123.395950
-9.890147,3731042.623838
-9.889536,1649127.966566
-9.888925,6853062.135056
-9.888314,10582116.857445
-9.887703,13548657.583779
-9.887092,12153709.600407
-9.886481,10621678.425330
-9.885870,8467064.688148
-9.885259,5438924.131739
-9.884648,3671861.683980
-9.884037,2929851.816272
-9.883426,3400326.383230
-9.882814,2097344.575846
-9.882203,2229224.984514
-9.881592,2263363.235312
-9.880981,2283351.614505
-9.880370,2049461.933963
-9.879759,1910129.149154
-9.879148,1476829.466421
-9.878537,1499586.030273
-9.877926,1314660.411380
-9.877315,695056.310155
-9.876704,1548664.792105
-9.876093,1357821.143682
-9.875482,2054677.946287
-9.874871,1791304.369723
-9.874260,1583644.099182
